id,season,week,start_date,venue,home_team,home_points,away_team,away_conference,away_points
401013177,2018,12,2018-11-17T20:30:00.000Z,Bobby Dodd Stadium at Historic Grant Field,Georgia Tech,30.0,Virginia,ACC,27.0
401012346,2018,12,2018-11-17T20:30:00.000Z,Neyland Stadium,Tennessee,17.0,Missouri,SEC,50.0
401013327,2018,12,2018-11-17T20:30:00.000Z,Boone Pickens Stadium,Oklahoma State,45.0,West Virginia,Big 12,41.0
401021696,2018,12,2018-11-17T20:30:00.000Z,Veterans Memorial Stadium,Troy,12.0,Texas State,Sun Belt,7.0
401013353,2018,12,2018-11-17T20:30:00.000Z,Ross-Ade Stadium,Purdue,44.0,Wisconsin,Big Ten,47.0
401012860,2018,12,2018-11-17T21:00:00.000Z,Michigan Stadium,Michigan,31.0,Indiana,Big Ten,20.0
401012339,2018,12,2018-11-17T21:00:00.000Z,Jordan-Hare Stadium,Auburn,53.0,Liberty,FBS Independents,0.0
401012341,2018,12,2018-11-17T21:00:00.000Z,Sanford Stadium,Georgia,66.0,UMass,FBS Independents,27.0
401030198,2018,12,2018-11-17T21:00:00.000Z,Cowboy Stadium,McNeese,17.0,Lamar,Southland,21.0
401022559,2018,12,2018-11-17T21:00:00.000Z,War Memorial Stadium,Wyoming,35.0,Air Force,Mountain West,27.0
401030407,2018,12,2018-11-17T21:30:00.000Z,Walkup Skydome,Northern Arizona,31.0,North Dakota,FCS Independents,16.0
401012794,2018,12,2018-11-17T21:30:00.000Z,Husky Stadium,Washington,42.0,Oregon State,Pac-12,23.0
401030329,2018,12,2018-11-17T21:35:00.000Z,Holt Arena,Idaho State,13.0,Weber State,Big Sky,26.0
401030111,2018,12,2018-11-17T22:00:00.000Z,UNI-Dome,Northern Iowa,37.0,Missouri State,MVFC,0.0
401030207,2018,12,2018-11-17T22:00:00.000Z,Governors Stadium,Austin Peay,48.0,Murray State,OVC,23.0
401021695,2018,12,2018-11-17T22:00:00.000Z,Cajun Field,Louisiana,48.0,South Alabama,Sun Belt,38.0
401021694,2018,12,2018-11-17T22:00:00.000Z,Brooks Stadium,Coastal Carolina,17.0,Georgia Southern,Sun Belt,41.0
401012347,2018,12,2018-11-18T00:00:00.000Z,Kyle Field,Texas A&M,41.0,UAB,Conference USA,20.0
401013176,2018,12,2018-11-18T00:00:00.000Z,Memorial Stadium,Clemson,35.0,Duke,ACC,6.0
401019532,2018,12,2018-11-18T00:00:00.000Z,Dowdy-Ficklen Stadium,East Carolina,55.0,Connecticut,American Athletic,21.0
401030018,2018,12,2018-11-18T00:05:00.000Z,Alex G. Spanos Stadium,Cal Poly,38.0,Southern Utah,Big Sky,24.0
401012345,2018,12,2018-11-18T00:30:00.000Z,Williams-Brice Stadium,South Carolina,49.0,Chattanooga,Southern,9.0
401012348,2018,12,2018-11-18T00:30:00.000Z,Vanderbilt Stadium,Vanderbilt,36.0,Ole Miss,SEC,29.0
401015049,2018,12,2018-11-18T00:30:00.000Z,Houchens Industries-L. T. Smith Stadium,Western Kentucky,40.0,UTEP,Conference USA,16.0
401013055,2018,12,2018-11-18T00:30:00.000Z,Gaylord Family Oklahoma Memorial Stadium,Oklahoma,55.0,Kansas,Big 12,40.0
401012343,2018,12,2018-11-18T00:30:00.000Z,Tiger Stadium,LSU,42.0,Rice,Conference USA,10.0
401013046,2018,12,2018-11-18T01:00:00.000Z,Darrell K Royal-Texas Memorial Stadium,Texas,24.0,Iowa State,Big 12,10.0
401019531,2018,12,2018-11-18T01:00:00.000Z,Bright House Networks Stadium,UCF,38.0,Cincinnati,American Athletic,13.0
401030487,2018,12,2018-11-18T01:30:00.000Z,BBVA Compass Stadium,Texas Southern,10.0,Arkansas-Pine Bluff,SWAC,15.0
401013446,2018,12,2018-11-18T03:15:00.000Z,LaVell Edwards Stadium,BYU,45.0,New Mexico State,FBS Independents,10.0
401022563,2018,12,2018-11-18T03:30:00.000Z,Bulldog Stadium,Fresno State,23.0,San Diego State,Mountain West,14.0
401012793,2018,12,2018-11-18T03:30:00.000Z,Autzen Stadium,Oregon,31.0,Arizona State,Pac-12,29.0
401012795,2018,12,2018-11-18T03:30:00.000Z,Martin Stadium,Washington State,69.0,Arizona,Pac-12,28.0
401022564,2018,12,2018-11-18T04:00:00.000Z,Aloha Stadium,Hawai'i,35.0,UNLV,Mountain West,28.0
401020786,2018,13,2018-11-21T00:00:00.000Z,Waldo Stadium,Western Michigan,28.0,Northern Illinois,Mid-American,21.0
401020785,2018,13,2018-11-21T00:00:00.000Z,Yager Stadium,Miami (OH),42.0,Ball State,Mid-American,21.0
401030453,2018,13,2018-11-22T20:00:00.000Z,Hornet Stadium,Alabama State,31.0,Mississippi Valley State,SWAC,24.0
401022565,2018,13,2018-11-22T20:30:00.000Z,Falcon Stadium,Air Force,27.0,Colorado State,Mountain West,19.0
401012349,2018,13,2018-11-23T00:30:00.000Z,Vaught-Hemingway Stadium,Ole Miss,3.0,Mississippi State,SEC,35.0
401020787,2018,13,2018-11-23T17:00:00.000Z,Peden Stadium,Ohio,49.0,Akron,Mid-American,28.0
401020789,2018,13,2018-11-23T17:00:00.000Z,Glass Bowl,Toledo,51.0,Central Michigan,Mid-American,13.0
401012871,2018,13,2018-11-23T17:00:00.000Z,Kinnick Stadium,Iowa,31.0,Nebraska,Big Ten,28.0
401013056,2018,13,2018-11-23T17:00:00.000Z,Memorial Stadium,Kansas,17.0,Texas,Big 12,24.0
401020788,2018,13,2018-11-23T17:00:00.000Z,Doyt Perry Stadium,Bowling Green,14.0,Buffalo,Mid-American,44.0
401020790,2018,13,2018-11-23T17:00:00.000Z,Dix Stadium,Kent State,20.0,Eastern Michigan,Mid-American,28.0
401019537,2018,13,2018-11-23T17:00:00.000Z,Liberty Bowl Memorial Stadium,Memphis,52.0,Houston,American Athletic,31.0
401012354,2018,13,2018-11-23T19:30:00.000Z,Faurot Field,Missouri,38.0,Arkansas,SEC,0.0
401021699,2018,13,2018-11-23T20:00:00.000Z,Ladd Peebles Stadium,South Alabama,31.0,Coastal Carolina,Sun Belt,28.0
401019536,2018,13,2018-11-23T20:30:00.000Z,Nippert Stadium,Cincinnati,56.0,East Carolina,American Athletic,6.0
401013183,2018,13,2018-11-23T20:30:00.000Z,Lane Stadium,Virginia Tech,34.0,Virginia,ACC,31.0
401012797,2018,13,2018-11-23T21:00:00.000Z,Reser Stadium,Oregon State,15.0,Oregon,Pac-12,55.0
401019535,2018,13,2018-11-23T21:15:00.000Z,Raymond James Stadium,South Florida,10.0,UCF,American Athletic,38.0
401013071,2018,13,2018-11-24T01:00:00.000Z,Mountaineer Field at Milan Puskar Stadium,West Virginia,56.0,Oklahoma,Big 12,59.0
401012798,2018,13,2018-11-24T01:30:00.000Z,Martin Stadium,Washington State,15.0,Washington,Pac-12,28.0
401012352,2018,13,2018-11-24T17:00:00.000Z,Sanford Stadium,Georgia,45.0,Georgia Tech,ACC,21.0
401015052,2018,13,2018-11-24T17:00:00.000Z,Joe Aillet Stadium,Louisiana Tech,15.0,Western Kentucky,Conference USA,30.0
401013037,2018,13,2018-11-24T17:00:00.000Z,AT&T Stadium,Texas Tech,24.0,Baylor,Big 12,35.0
401015051,2018,13,2018-11-24T17:00:00.000Z,FIU Stadium,Florida International,25.0,Marshall,Conference USA,28.0
401013184,2018,13,2018-11-24T17:00:00.000Z,Alumni Stadium,Boston College,21.0,Syracuse,ACC,42.0
401012861,2018,13,2018-11-24T17:00:00.000Z,Memorial Stadium,Indiana,21.0,Purdue,Big Ten,28.0
401019539,2018,13,2018-11-24T17:00:00.000Z,Benson Field at Yulman Stadium,Tulane,29.0,Navy,American Athletic,28.0
401012895,2018,13,2018-11-24T17:00:00.000Z,Ohio Stadium,Ohio State,62.0,Michigan,Big Ten,39.0
401012351,2018,13,2018-11-24T17:00:00.000Z,Bobby Bowden Field at Doak Campbell Stadium,Florida State,14.0,Florida,SEC,41.0
401013187,2018,13,2018-11-24T17:20:00.000Z,Kenan Memorial Stadium,North Carolina,28.0,NC State,ACC,34.0
401013185,2018,13,2018-11-24T17:30:00.000Z,Wallace Wade Stadium,Duke,7.0,Wake Forest,ACC,59.0
401015055,2018,13,2018-11-24T18:00:00.000Z,Rice Stadium,Rice,27.0,Old Dominion,Conference USA,13.0
401082033,2018,13,2018-11-24T18:30:00.000Z,Oliver C. Dawson Stadium,South Carolina State,17.0,North Carolina Central,MEAC,21.0
401030479,2018,13,2018-11-24T19:00:00.000Z,Panther Stadium,Prairie View,60.0,Texas Southern,SWAC,14.0
401013447,2018,13,2018-11-24T19:00:00.000Z,Williams Stadium,Liberty,28.0,New Mexico State,FBS Independents,21.0
401100037,2018,13,2018-11-24T19:00:00.000Z,Johnny Unitas Stadium,Towson,10.0,Duquesne,NEC,31.0
401021700,2018,13,2018-11-24T19:00:00.000Z,Georgia State Stadium,Georgia State,14.0,Georgia Southern,Sun Belt,35.0
401100038,2018,13,2018-11-24T19:00:00.000Z,Gibbs Stadium,Wofford,19.0,Elon,CAA,7.0
401100042,2018,13,2018-11-24T19:00:00.000Z,Houck Stadium,Southeast Missouri State,28.0,Stony Brook,CAA,14.0
401022567,2018,13,2018-11-24T19:30:00.000Z,University Stadium,New Mexico,3.0,Wyoming,Mountain West,31.0
401021697,2018,13,2018-11-24T19:30:00.000Z,Kidd Brewer Stadium,Appalachian State,21.0,Troy,Sun Belt,10.0
401012801,2018,13,2018-11-24T20:00:00.000Z,Rose Bowl,UCLA,42.0,Stanford,Pac-12,49.0
401015056,2018,13,2018-11-24T20:00:00.000Z,Sun Bowl Stadium,UTEP,7.0,Southern Mississippi,Conference USA,39.0
401021701,2018,13,2018-11-24T20:00:00.000Z,Malone Stadium,Louisiana Monroe,28.0,Louisiana,Sun Belt,31.0
401100035,2018,13,2018-11-24T20:00:00.000Z,Bobcat Stadium,Montana State,35.0,Incarnate Word,Southland,14.0
401015053,2018,13,2018-11-24T20:00:00.000Z,"Johnny Red"""" Floyd Stadium""""",Middle Tennessee,27.0,UAB,Conference USA,3.0
401100036,2018,13,2018-11-24T20:00:00.000Z,Bridgeforth Stadium,James Madison,20.0,Delaware,CAA,6.0
401012815,2018,13,2018-11-24T20:30:00.000Z,Ryan Field,Northwestern,24.0,Illinois,Big Ten,16.0
401013186,2018,13,2018-11-24T20:30:00.000Z,Hard Rock Stadium,Miami,24.0,Pittsburgh,ACC,3.0
401019540,2018,13,2018-11-24T20:30:00.000Z,Skelly Field at H. A. Chapman Stadium,Tulsa,27.0,SMU,American Athletic,24.0
401013335,2018,13,2018-11-24T20:30:00.000Z,Camp Randall Stadium,Wisconsin,15.0,Minnesota,Big Ten,37.0
401019538,2018,13,2018-11-24T20:30:00.000Z,Rentschler Field,Connecticut,7.0,Temple,American Athletic,57.0
401012799,2018,13,2018-11-24T20:30:00.000Z,Arizona Stadium,Arizona,40.0,Arizona State,Pac-12,41.0
401012350,2018,13,2018-11-24T20:30:00.000Z,Bryant Denny Stadium,Alabama,52.0,Auburn,SEC,21.0
401012879,2018,13,2018-11-24T20:30:00.000Z,Beaver Stadium,Penn State,38.0,Maryland,Big Ten,3.0
401012850,2018,13,2018-11-24T21:00:00.000Z,Spartan Stadium,Michigan State,14.0,Rutgers,Big Ten,10.0
401012357,2018,13,2018-11-24T21:00:00.000Z,Vanderbilt Stadium,Vanderbilt,38.0,Tennessee,SEC,13.0
401021698,2018,13,2018-11-24T21:00:00.000Z,Jim Wacker Field at Bobcat Stadium,Texas State,7.0,Arkansas State,Sun Belt,33.0
401100039,2018,13,2018-11-24T21:00:00.000Z,Manning Field at John L. Guidry Stadium,Nicholls,49.0,San Diego,Pioneer,30.0
401030472,2018,13,2018-11-24T22:00:00.000Z,Mercedes-Benz Superdome,Southern,38.0,Grambling,SWAC,28.0
401100040,2018,13,2018-11-24T22:00:00.000Z,UNI-Dome,Northern Iowa,16.0,Lamar,Southland,13.0
401015050,2018,13,2018-11-24T23:00:00.000Z,FAU Stadium,Florida Atlantic,24.0,Charlotte,Conference USA,27.0
401012353,2018,13,2018-11-25T00:00:00.000Z,Papa John's Cardinal Stadium,Louisville,10.0,Kentucky,SEC,56.0
401012355,2018,13,2018-11-25T00:00:00.000Z,Memorial Stadium,Clemson,56.0,South Carolina,SEC,35.0
401015054,2018,13,2018-11-25T00:00:00.000Z,Alamodome,UT San Antonio,21.0,North Texas,Conference USA,24.0
401012803,2018,13,2018-11-25T00:00:00.000Z,California Memorial Stadium,California,33.0,Colorado,Pac-12,21.0
401013047,2018,13,2018-11-25T00:00:00.000Z,Jack Trice Stadium,Iowa State,42.0,Kansas State,Big 12,38.0
401022570,2018,13,2018-11-25T00:00:00.000Z,Bulldog Stadium,Fresno State,31.0,San José State,Mountain West,13.0
401100041,2018,13,2018-11-25T00:30:00.000Z,JSU Stadium,Jacksonville State,34.0,East Tennessee State,Southern,27.0
401012356,2018,13,2018-11-25T00:30:00.000Z,Kyle Field,Texas A&M,74.0,LSU,SEC,72.0
401012800,2018,13,2018-11-25T01:00:00.000Z,Los Angeles Memorial Coliseum,USC,17.0,Notre Dame,FBS Independents,24.0
401013078,2018,13,2018-11-25T01:00:00.000Z,Amon G. Carter Stadium,TCU,31.0,Oklahoma State,Big 12,24.0
401022569,2018,13,2018-11-25T02:30:00.000Z,Sam Boyd Stadium,UNLV,34.0,Nevada,Mountain West,29.0
401012802,2018,13,2018-11-25T03:00:00.000Z,Rice-Eccles Stadium,Utah,35.0,BYU,FBS Independents,27.0
401022566,2018,13,2018-11-25T03:15:00.000Z,Albertsons Stadium,Boise State,33.0,Utah State,Mountain West,24.0
401022568,2018,13,2018-11-25T03:30:00.000Z,Qualcomm Stadium,San Diego State,30.0,Hawai'i,Mountain West,31.0
401081973,2018,14,2018-11-30T00:00:00.000Z,Johnson Hagood Stadium,The Citadel,43.0,Charleston Southern,Big South,14.0
401056696,2018,14,2018-12-01T00:00:00.000Z,Ford Field,Buffalo,29.0,Northern Illinois,Mid-American,30.0
401056704,2018,14,2018-12-01T01:00:00.000Z,Levi's Stadium,Washington,10.0,Utah,Pac-12,3.0
401082044,2018,14,2018-12-01T17:00:00.000Z,Jack Trice Stadium,Iowa State,27.0,Drake,Pioneer,24.0
401098253,2018,14,2018-12-01T17:00:00.000Z,Williams-Brice Stadium,South Carolina,28.0,Akron,Mid-American,3.0
401056701,2018,14,2018-12-01T17:00:00.000Z,Kidd Brewer Stadium,Appalachian State,30.0,Louisiana,Sun Belt,19.0
401100049,2018,14,2018-12-01T17:00:00.000Z,Alfond Stadium,Maine,55.0,Jacksonville State,OVC,27.0
401056698,2018,14,2018-12-01T17:00:00.000Z,AT&T Stadium,Oklahoma,39.0,Texas,Big 12,27.0
401088766,2018,14,2018-12-01T17:00:00.000Z,Carter-Finley Stadium,NC State,58.0,East Carolina,American Athletic,3.0
401100159,2018,14,2018-12-01T17:00:00.000Z,Lane Stadium,Virginia Tech,41.0,Marshall,Conference USA,20.0
401100044,2018,14,2018-12-01T18:00:00.000Z,Andy Kerr Stadium,Colgate,23.0,James Madison,CAA,20.0
401056703,2018,14,2018-12-01T18:30:00.000Z,"Johnny Red"""" Floyd Stadium""""",Middle Tennessee,25.0,UAB,Conference USA,27.0
401100046,2018,14,2018-12-01T19:00:00.000Z,Fifth Third Bank Stadium,Kennesaw State,13.0,Wofford,Southern,10.0
401081953,2018,14,2018-12-01T19:00:00.000Z,Williams Stadium,Liberty,52.0,Norfolk State,MEAC,17.0
401100043,2018,14,2018-12-01T20:00:00.000Z,Fargodome,North Dakota State,52.0,Montana State,Big Sky,10.0
401100045,2018,14,2018-12-01T20:00:00.000Z,Coughlin-Alumni Stadium,South Dakota State,51.0,Duquesne,NEC,6.0
401099853,2018,14,2018-12-01T20:00:00.000Z,California Memorial Stadium,California,13.0,Stanford,Pac-12,23.0
401056699,2018,14,2018-12-01T20:45:00.000Z,Bright House Networks Stadium,UCF,56.0,Memphis,American Athletic,41.0
401100050,2018,14,2018-12-01T21:00:00.000Z,Stewart Stadium,Weber State,48.0,Southeast Missouri State,OVC,23.0
401056705,2018,14,2018-12-01T21:00:00.000Z,Mercedes-Benz Stadium,Georgia,28.0,Alabama,SEC,35.0
401100833,2018,14,2018-12-01T21:30:00.000Z,Jack Spinks Stadium,Alcorn State,37.0,Southern,SWAC,28.0
401100047,2018,14,2018-12-01T22:00:00.000Z,Roos Field,Eastern Washington,42.0,Nicholls,Southland,21.0
401100048,2018,14,2018-12-02T00:00:00.000Z,Aggie Stadium,UC Davis,23.0,Northern Iowa,MVFC,16.0
401056700,2018,14,2018-12-02T00:45:00.000Z,Albertsons Stadium,Boise State,16.0,Fresno State,Mountain West,19.0
401056697,2018,14,2018-12-02T01:00:00.000Z,Bank of America Stadium,Pittsburgh,10.0,Clemson,ACC,42.0
401056702,2018,14,2018-12-02T01:00:00.000Z,Lucas Oil Stadium,Ohio State,45.0,Northwestern,Big Ten,24.0
401101697,2018,15,2018-12-08T01:00:00.000Z,Stewart Stadium,Weber State,18.0,Maine,CAA,23.0
401101694,2018,15,2018-12-08T17:00:00.000Z,Fargodome,North Dakota State,35.0,Colgate,Patriot,0.0
401101695,2018,15,2018-12-08T19:00:00.000Z,Fifth Third Bank Stadium,Kennesaw State,17.0,South Dakota State,MVFC,27.0
401013376,2018,15,2018-12-08T20:00:00.000Z,Lincoln Financial Field,Army,17.0,Navy,American Athletic,10.0
401101696,2018,15,2018-12-08T21:00:00.000Z,Roos Field,Eastern Washington,34.0,UC Davis,Big Sky,29.0
401128622,2019,1,2019-08-24T16:00:00.000Z,Andy Kerr Stadium,Colgate,14.0,Villanova,CAA,34.0
401127303,2019,1,2019-08-24T19:00:00.000Z,Cramton Bowl,Samford,22.0,Youngstown State,MVFC,45.0
401110723,2019,1,2019-08-24T23:00:00.000Z,Camping World Stadium,Florida,24.0,Miami,ACC,20.0
401114164,2019,1,2019-08-25T02:30:00.000Z,Aloha Stadium,Hawai'i,45.0,Arizona,Pac-12,38.0
401127043,2019,1,2019-08-29T23:00:00.000Z,Kenneth P. LaValle Stadium,Stony Brook,35.0,Bryant,NEC,10.0
401127042,2019,1,2019-08-29T23:00:00.000Z,E. Claiborne Robins Stadium,Richmond,38.0,Jacksonville,Pioneer,19.0
401127039,2019,1,2019-08-29T23:00:00.000Z,Delaware Stadium,Delaware,31.0,Delaware State,MEAC,13.0
401117855,2019,1,2019-08-29T23:00:00.000Z,Rentschler Field,Connecticut,24.0,Wagner,NEC,21.0
401119254,2019,1,2019-08-29T23:00:00.000Z,Doyt Perry Stadium,Bowling Green,46.0,Morgan State,MEAC,3.0
401119255,2019,1,2019-08-29T23:00:00.000Z,UB Stadium,Buffalo,38.0,Robert Morris,NEC,10.0
401128354,2019,1,2019-08-29T23:00:00.000Z,Roy Kidd Stadium,Eastern Kentucky,53.0,Valparaiso,Pioneer,7.0
401117854,2019,1,2019-08-29T23:00:00.000Z,Nippert Stadium,Cincinnati,24.0,UCLA,Pac-12,14.0
401128490,2019,1,2019-08-29T23:00:00.000Z,Finley Stadium,Chattanooga,24.0,Eastern Illinois,OVC,10.0
401127297,2019,1,2019-08-29T23:30:00.000Z,Houck Stadium,Southeast Missouri State,44.0,Southern Illinois,MVFC,26.0
401128724,2019,1,2019-08-29T23:30:00.000Z,Graham Stadium,UT Martin,42.0,Northwestern State,Southland,20.0
401135910,2019,1,2019-08-29T23:30:00.000Z,Jerry Richardson Stadium,Charlotte,49.0,Gardner-Webb,Big South,28.0
401114246,2019,1,2019-08-29T23:30:00.000Z,Houchens Industries-L. T. Smith Stadium,Western Kentucky,28.0,Central Arkansas,Southland,35.0
401117853,2019,1,2019-08-29T23:30:00.000Z,Bright House Networks Stadium,UCF,62.0,Florida A&M,MEAC,0.0
401114237,2019,1,2019-08-30T00:00:00.000Z,Legion Field,UAB,24.0,Alabama State,SWAC,19.0
401111653,2019,1,2019-08-30T00:00:00.000Z,Memorial Stadium,Clemson,52.0,Georgia Tech,ACC,14.0
401127240,2019,1,2019-08-30T00:00:00.000Z,Governors Stadium,Austin Peay,41.0,North Carolina Central,MEAC,10.0
401128362,2019,1,2019-08-30T00:00:00.000Z,Strawberry Stadium,Southeastern Louisiana,35.0,Jacksonville State,OVC,14.0
401114236,2019,1,2019-08-30T00:00:00.000Z,Benson Field at Yulman Stadium,Tulane,42.0,Florida International,Conference USA,14.0
401127029,2019,1,2019-08-30T00:00:00.000Z,Braly Municipal Stadium,North Alabama,26.0,Western Illinois,MVFC,17.0
401110731,2019,1,2019-08-30T00:30:00.000Z,Kyle Field,Texas A&M,41.0,Texas State,Sun Belt,7.0
401119253,2019,1,2019-08-30T00:50:00.000Z,Kelly/Shorts Stadium,Central Michigan,38.0,Albany,CAA,21.0
401112229,2019,1,2019-08-30T01:00:00.000Z,TCF Bank Stadium,Minnesota,28.0,South Dakota State,MVFC,21.0
401126954,2019,1,2019-08-30T01:00:00.000Z,Walkup Skydome,Northern Arizona,37.0,Missouri State,MVFC,23.0
401114153,2019,1,2019-08-30T02:00:00.000Z,Sun Devil Stadium,Arizona State,30.0,Kent State,Mid-American,7.0
401117493,2019,1,2019-08-30T02:00:00.000Z,Spartan Stadium,San José State,35.0,Northern Colorado,Big Sky,18.0
401114223,2019,1,2019-08-30T02:15:00.000Z,LaVell Edwards Stadium,BYU,12.0,Utah,Pac-12,30.0
401114238,2019,1,2019-08-30T22:00:00.000Z,Blaik Field at Michie Stadium,Army,14.0,Rice,Conference USA,7.0
401127040,2019,1,2019-08-30T22:00:00.000Z,Alfond Stadium,Maine,42.0,Sacred Heart,NEC,14.0
401112212,2019,1,2019-08-30T23:00:00.000Z,Spartan Stadium,Michigan State,28.0,Tulsa,American Athletic,7.0
401112264,2019,1,2019-08-30T23:15:00.000Z,High Point Solutions Stadium,Rutgers,48.0,UMass,FBS Independents,21.0
401117856,2019,1,2019-08-30T23:55:00.000Z,Raymond James Stadium,South Florida,0.0,Wisconsin,Big Ten,49.0
401112430,2019,1,2019-08-31T00:00:00.000Z,BB&T Field,Wake Forest,38.0,Utah State,Mountain West,35.0
401112262,2019,1,2019-08-31T01:30:00.000Z,Mackay Stadium,Nevada,34.0,Purdue,Big Ten,31.0
401114184,2019,1,2019-08-31T02:00:00.000Z,Sports Authority Field at Mile High,Colorado,52.0,Colorado State,Mountain West,31.0
401112122,2019,1,2019-08-31T02:30:00.000Z,Reser Stadium,Oregon State,36.0,Oklahoma State,Big 12,52.0
401110726,2019,1,2019-08-31T16:00:00.000Z,Liberty Bowl Memorial Stadium,Memphis,15.0,Ole Miss,SEC,10.0
401112145,2019,1,2019-08-31T16:00:00.000Z,Memorial Stadium,Illinois,42.0,Akron,Mid-American,3.0
401112157,2019,1,2019-08-31T16:00:00.000Z,Lucas Oil Stadium,Ball State,24.0,Indiana,Big Ten,34.0
401110724,2019,1,2019-08-31T16:00:00.000Z,Commonwealth Stadium,Kentucky,38.0,Toledo,Mid-American,24.0
401112432,2019,1,2019-08-31T16:00:00.000Z,Carter-Finley Stadium,NC State,34.0,East Carolina,American Athletic,6.0
401112431,2019,1,2019-08-31T16:00:00.000Z,Bobby Bowden Field at Doak Campbell Stadium,Florida State,31.0,Boise State,Mountain West,36.0
401112251,2019,1,2019-08-31T16:00:00.000Z,Ohio Stadium,Ohio State,45.0,Florida Atlantic,Conference USA,21.0
401112085,2019,1,2019-08-31T16:00:00.000Z,Jack Trice Stadium,Iowa State,29.0,Northern Iowa,MVFC,26.0
401110727,2019,1,2019-08-31T16:00:00.000Z,Mercedes-Benz Superdome,Louisiana,28.0,Mississippi State,SEC,38.0
401112238,2019,1,2019-08-31T16:00:00.000Z,Memorial Stadium,Nebraska,35.0,South Alabama,Sun Belt,21.0
401112096,2019,1,2019-08-31T16:00:00.000Z,Memorial Stadium,Kansas,24.0,Indiana State,MVFC,17.0
401112201,2019,1,2019-08-31T16:00:00.000Z,Maryland Stadium,Maryland,79.0,Howard,MEAC,0.0
401128648,2019,1,2019-08-31T16:30:00.000Z,Goodman Stadium,Lehigh,13.0,St Francis (PA),NEC,14.0
401128564,2019,1,2019-08-31T17:00:00.000Z,Richardson Stadium,Davidson,27.0,Georgetown,Patriot,20.0
401126996,2019,1,2019-08-31T17:00:00.000Z,Paladin Stadium,Furman,46.0,Charleston Southern,Big South,13.0
401119259,2019,1,2019-08-31T18:00:00.000Z,Peden Stadium,Ohio,41.0,Rhode Island,CAA,20.0
401112143,2019,1,2019-08-31T18:00:00.000Z,Mountaineer Field at Milan Puskar Stadium,West Virginia,20.0,James Madison,CAA,13.0
401114233,2019,1,2019-08-31T19:00:00.000Z,Husky Stadium,Washington,47.0,Eastern Washington,Big Sky,14.0
401117859,2019,1,2019-08-31T19:00:00.000Z,Lincoln Financial Field,Temple,56.0,Bucknell,Patriot,12.0
401126937,2019,1,2019-08-31T19:00:00.000Z,DakotaDome,South Dakota,17.0,Montana,Big Sky,31.0
401127044,2019,1,2019-08-31T19:00:00.000Z,Johnson Hagood Stadium,The Citadel,21.0,Towson,CAA,28.0
401110730,2019,1,2019-08-31T19:30:00.000Z,Neyland Stadium,Tennessee,30.0,Georgia State,Sun Belt,38.0
401110720,2019,1,2019-08-31T19:30:00.000Z,Mercedes-Benz Stadium,Alabama,42.0,Duke,ACC,3.0
401117857,2019,1,2019-08-31T19:30:00.000Z,Navy-Marine Corps Memorial Stadium,Navy,45.0,Holy Cross,Patriot,7.0
401110729,2019,1,2019-08-31T19:30:00.000Z,Bank of America Stadium,North Carolina,24.0,South Carolina,SEC,20.0
401112257,2019,1,2019-08-31T19:30:00.000Z,Beaver Stadium,Penn State,79.0,Idaho,Big Sky,7.0
401119256,2019,1,2019-08-31T19:30:00.000Z,Brooks Stadium,Coastal Carolina,23.0,Eastern Michigan,Mid-American,30.0
401121934,2019,1,2019-08-31T19:30:00.000Z,Kidd Brewer Stadium,Appalachian State,42.0,East Tennessee State,Southern,7.0
401117494,2019,1,2019-08-31T19:30:00.000Z,Falcon Stadium,Air Force,48.0,Colgate,Patriot,7.0
401110721,2019,1,2019-08-31T20:00:00.000Z,Donald W. Reynolds Razorback Stadium Frank Broyles Field,Arkansas,20.0,Portland State,Big Sky,13.0
401112139,2019,1,2019-08-31T20:00:00.000Z,Jones AT&T Stadium,Texas Tech,45.0,Montana State,Big Sky,10.0
401112245,2019,1,2019-08-31T20:00:00.000Z,Stanford Stadium,Stanford,17.0,Northwestern,Big Ten,7.0
401112435,2019,1,2019-08-31T20:00:00.000Z,Alumni Stadium,Boston College,35.0,Virginia Tech,ACC,28.0
401127277,2019,1,2019-08-31T20:00:00.000Z,Target Field,North Dakota State,57.0,Butler,Pioneer,10.0
401127201,2019,1,2019-08-31T21:00:00.000Z,Alerus Center,North Dakota,47.0,Drake,Pioneer,7.0
401126901,2019,1,2019-08-31T21:00:00.000Z,Alex G. Spanos Stadium,Cal Poly,52.0,San Diego,Pioneer,34.0
401114245,2019,1,2019-08-31T22:00:00.000Z,Alamodome,UT San Antonio,35.0,Incarnate Word,Southland,7.0
401130355,2019,1,2019-08-31T22:00:00.000Z,Coffey Field,Fordham,23.0,Central Connecticut,NEC,26.0
401127245,2019,1,2019-08-31T22:00:00.000Z,Oliver C. Dawson Stadium,South Carolina State,28.0,Wofford,Southern,13.0
401127034,2019,1,2019-08-31T22:00:00.000Z,Armstrong Stadium,Hampton,65.0,Elizabeth City State,CIAA,7.0
401128520,2019,1,2019-08-31T22:00:00.000Z,E. J. Whitmire Stadium,Western Carolina,27.0,Mercer,Southern,49.0
401127041,2019,1,2019-08-31T22:00:00.000Z,Aggie Stadium,North Carolina A&T,24.0,Elon,CAA,21.0
401127045,2019,1,2019-08-31T22:00:00.000Z,Zable Stadium,William & Mary,30.0,Lafayette,Patriot,17.0
